Name,Rarity,Class,Element,Type,Impact,Range,Shield Duration,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Charge Time,Magazine,Perks,Stability,Zoom,Recoil,Accuracy,Draw Time,Velocity,Blast Radius,Swing Speed,Guard Efficiency,Guard Resistance,Charge Rate,Ammo Capacity
PARASITE,Exotic,Any,Power,Grenade Launcher,,,,47.0,44.0,68.0,0.0,11.0,120.0,,1.0,"[""Worm's Hunger"", 'Volatile Launch', 'High-Explosive Ordnance', 'Worm Byproduct', 'Composite Stock', 'Endless Appetite', 'Wyrm Perilous']",48.0,13.0,77.0,,,0.0,100.0,,,,,
SALVATION'S GRIP,Exotic,Any,Power,Grenade Launcher,,,,47.0,25.0,68.0,40.0,19.0,120.0,,8.0,"['Cryocannon', 'Linear Compensator', 'Alloy Casing', 'Flash Freeze', 'Polymer Grip', 'Unyielding Grasp']",41.0,13.0,63.0,,,32.0,50.0,,,,,
THE COLONY,Exotic,Any,Power,Grenade Launcher,,,,80.0,60.0,60.0,70.0,24.0,140.0,,7.0,"['Insectoid Robot Grenades', 'Linear Compensator', 'High-Velocity Rounds', 'Serve the Colony', 'Composite Stock', 'VEIST Silver', 'Sneak Attack', 'The Colony XZ812', 'Blind Fury']",80.0,13.0,80.0,,,20.0,30.0,,,,,
THE PROSPECTOR,Exotic,Any,Power,Grenade Launcher,,,,50.0,25.0,60.0,30.0,15.0,165.0,,8.0,"['Excavation', 'Volatile Launch', 'Augmented Drum', 'Full Auto Trigger System', 'Hand-Laid Stock', 'Comstock Lode', 'Belvedere', 'Caution: Heavy Machinery']",35.0,13.0,75.0,,,60.0,10.0,,,,,
SLEEPER SIMULANT,Exotic,Any,Power,Linear Fusion Rifle,41.0,59.0,,35.0,29.0,57.0,10.0,9.0,,1024.0,4.0,"['Polygonal Rifling', 'Flared Magwell', 'Moving Target', 'Composite Stock', 'Hypnopompic', 'Baikonur', 'Directive: Crash']",34.0,25.0,65.0,,,,,,,,,
THE QUEENBREAKER,Exotic,Any,Power,Linear Fusion Rifle,41.0,50.0,,40.0,60.0,60.0,40.0,18.0,,633.0,5.0,"['Wire Rifle', 'Marksman Sights', 'Combat Sights', 'Enhanced Battery', 'Hip-Fire Grip', 'Quickdraw', 'Fitted Stock', 'Kingmaker', 'Polemology']",80.0,25.0,60.0,,,,,,,,,
GRAND OVERTURE,Exotic,Any,Power,Machine Gun,53.0,85.0,,36.0,60.0,60.0,45.0,11.0,100.0,,70.0,"['Wrath of the Colossus', 'Hammer-Forged Rifling', 'Accurized Rounds', 'Omega Strike', 'Hand-Laid Stock', 'Red Allegiant', 'Promethean Prelude']",80.0,17.0,59.0,,,,,,,,,
HEIR APPARENT,Exotic,Any,Power,Machine Gun,39.0,60.0,,58.0,50.0,90.0,50.0,9.0,900.0,,115.0,"['Heavy Slug Thrower', 'Corkscrew Rifling', 'Appended Mag', 'Armor of the Colossus', 'Combat Grip', 'Regal Deterrent', 'Triumphant']",53.0,0.0,75.0,,,,,,,,,
THUNDERLORD,Exotic,Any,Power,Machine Gun,41.0,60.0,,60.0,68.0,90.0,30.0,26.0,450.0,,62.0,"['Reign Havoc', 'Polygonal Rifling', 'Armor-Piercing Rounds', 'Lightning Rounds', 'Feeding Frenzy', 'Hypervelocity', 'Law of Induction', 'Indra Soaring']",50.0,15.0,70.0,,,,,,,,,
XENOPHAGE,Exotic,Any,Power,Machine Gun,100.0,68.0,,30.0,31.0,33.0,3.0,12.0,120.0,,20.0,"['Pyrotoxin Rounds', 'Full Bore', 'High-Caliber Rounds', 'Rangefinder', 'Composite Stock', 'A Better Specimen', 'Glee Barrage', 'Homesteader', ""You Think You're Big Time?""]",32.0,16.0,85.0,,,,,,,,,
DEATHBRINGER,Exotic,Any,Power,Rocket Launcher,,,,66.0,33.0,72.0,36.0,3.0,15.0,,1.0,"['Dark Deliverance', 'Volatile Launch', 'Alloy Casing', 'Dark Descent', 'Composite Stock', 'Peacebringer', 'Dragonbone']",58.0,20.0,58.0,,,40.0,90.0,,,,,
EYES OF TOMORROW,Exotic,Any,Power,Rocket Launcher,,,,44.0,46.0,68.0,20.0,7.0,20.0,,1.0,"['Eyes on All', 'Smart Drift Control', 'Alloy Casing', 'Adaptive Ordnance', 'Fitted Stock', ""Yesterday's Augur"", 'Cyberoptics', ""Tyrant's Vision""]",72.0,20.0,75.0,,,52.0,50.0,,,,,
GJALLARHORN,Exotic,Any,Power,Rocket Launcher,,,,66.0,37.0,76.0,50.0,6.0,15.0,,1.0,"['Wolfpack Rounds', 'Volatile Launch', 'Alloy Casing', 'Pack Hunter', 'Short-Action Stock', 'GJNKR', 'Hraesveglur']",64.0,20.0,49.0,,,45.0,90.0,,,,,
THE WARDCLIFF COIL,Exotic,Any,Power,Rocket Launcher,,,,80.0,50.0,80.0,0.0,1.0,60.0,,1.0,"['Mad Scientist', 'Volatile Launch', 'Extended Mag', 'Mechanized Autoloader', 'Composite Stock', ""Tesla's Revenge"", 'Dieselpunk', 'Vostok', 'Ahead of Its Time']",50.0,15.0,60.0,,,100.0,10.0,,,,,
TRUTH,Exotic,Any,Power,Rocket Launcher,,,,65.0,39.0,73.0,40.0,9.0,15.0,,1.0,"['Prototype Trueseeker', 'Volatile Launch', 'High-Velocity Rounds', 'Grenades and Horseshoes', 'Composite Stock', 'Stolen Goods', 'Objective Reality']",62.0,20.0,60.0,,,42.0,90.0,,,,,
TWO-TAILED FOX,Exotic,Any,Power,Rocket Launcher,,,,47.0,29.0,67.0,30.0,12.0,40.0,,1.0,"['Twintails', 'Confined Launch', 'High-Velocity Rounds', 'Play with Your Prey', 'Composite Stock', 'Cuddly Throwback', 'Chasing Kitsune']",50.0,20.0,61.0,,,50.0,30.0,,,,,
LEGEND OF ACRIUS,Exotic,Any,Power,Shotgun,84.0,100.0,,5.0,20.0,90.0,0.0,3.0,55.0,,4.0,['Shock Blast'],80.0,12.0,60.0,,,,,,,,,
LEGEND OF ACRIUS,Exotic,Any,Power,Shotgun,85.0,100.0,,10.0,20.0,90.0,0.0,3.0,55.0,,4.0,"['Shock Blast', 'Full Bore', 'Accurized Rounds', 'Long March', 'Fitted Stock', ""The Emperor's Pleasure"", 'War Beast Skin']",80.0,12.0,60.0,,,,,,,,,
TRACTOR CANNON,Exotic,Any,Power,Shotgun,65.0,10.0,,40.0,15.0,90.0,0.0,8.0,80.0,,4.0,"['Repulsor Force', 'Extended Barrel', 'Particle Repeater', 'The Scientific Method', 'Composite Stock', 'Under Construction', ""Machinist's Trove"", 'Abyssal Scream']",80.0,12.0,60.0,,,,,,,,,
D.A.R.C.I.,Exotic,Any,Power,Sniper Rifle,55.0,30.0,,75.0,60.0,60.0,60.0,18.0,140.0,,5.0,"['Personal Assistant', 'Extended Barrel', 'Extended Mag', 'Target Acquired', 'Short-Action Stock', 'Mind of Its Own', 'Cleans Up Good', 'Cyberintellect']",75.0,40.0,100.0,,,,,,,,,
WHISPER OF THE WORM,Exotic,Any,Power,Sniper Rifle,100.0,75.0,,28.0,36.0,39.0,50.0,20.0,72.0,,3.0,"['White Nail', 'Polygonal Rifling', 'Accurized Rounds', 'Mulligan', 'Fitted Stock', 'Bound Hammer', 'Between Breaths', 'Roar of the Wyrm']",15.0,40.0,74.0,,,,,,,,,
BLACK TALON,Exotic,Any,Power,Sword,60.0,40.0,,,,,0.0,0.0,,,,"[""Crow's Wings"", 'Tempered Edge', 'Heavy Guard', 'Tireless Blade', 'Sunrise Saber', 'Tangled Paladin', 'Frostborne']",0.0,0.0,,,,,,40.0,0.0,0.0,75.0,60.0
HEARTSHADOW,Exotic,Any,Power,Sword,60.0,40.0,,,,,0.0,,,,,"['Exhumation', 'Jagged Edge', 'Burst Guard', 'Shot in the Dark', 'Soulbright']",0.0,0.0,,,,,,40.0,0.0,0.0,35.0,50.0
THE LAMENT,Exotic,Any,Power,Sword,74.0,40.0,,,,,60.0,0.0,,,,"[""Banshee's Wail"", 'Jagged Edge', 'Enduring Guard', 'Tireless Blade', 'Revved Consumption', ""Lethe's Mercy"", 'Internal Combustion', 'The Logic']",50.0,0.0,,,,,,40.0,60.0,50.0,20.0,62.0
WORLDLINE ZERO,Exotic,Any,Power,Sword,60.0,40.0,,,,,0.0,0.0,,,,"['Tesseract', 'Tempered Edge', 'Infinite Guard', ""Assassin's Blade"", 'Tireless Blade', 'Positive Infinity', 'Timeline Zero']",0.0,0.0,,,,,,40.0,0.0,0.0,20.0,60.0
CROWN-SPLITTER,Legendary,Titan,Power,Sword,72.0,60.0,,,,,,,,,,"['Aggressive Frame', 'Tempered Edge', 'Enduring Blade', 'Hungry Edge', 'Heavy Guard', 'Tireless Blade']",,0.0,,,,,,0.0,0.0,0.0,20.0,48.0
THRONE-CLEAVER,Legendary,Titan,Power,Sword,72.0,60.0,,,,,,,,,,"['Aggressive Frame', 'Tempered Edge', 'Heavy Guard', 'Shattering Blade', 'Whirlwind Blade', 'Counterattack', 'Aggressive Frame', 'Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge', 'Heavy Guard', 'Shattering Blade', 'Relentless Strikes', 'Tireless Blade', 'Counterattack', 'En Garde', ""Assassin's Blade"", 'Whirlwind Blade']",,0.0,,,,,,0.0,,,20.0,48.0
GOLDTUSK,Legendary,Hunter,Power,Sword,60.0,20.0,,,,,,,,,,"['Lightweight Frame', 'Jagged Edge', ""Swordmaster's Guard"", 'Energy Transfer', 'Whirlwind Blade', 'Lightweight Frame', 'Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge', ""Swordmaster's Guard"", 'En Garde', 'Relentless Strikes', 'Tireless Blade', 'Whirlwind Blade', ""Assassin's Blade"", 'Surrounded']",,0.0,,,,,,80.0,,,20.0,74.0
QUICKFANG,Legendary,Hunter,Power,Sword,60.0,20.0,,,,,0.0,,,,,"['Lightweight Frame', 'Jagged Edge', ""Swordmaster's Guard"", 'Tireless Blade', ""Assassin's Blade"", 'Lightweight Frame', 'Honed Edge', 'Jagged Edge', 'Hungry Edge', 'Tempered Edge', 'Enduring Blade', ""Swordmaster's Guard"", 'Tireless Blade', 'Relentless Strikes', 'Thresh', 'Energy Transfer', ""Assassin's Blade"", 'En Garde', 'One for All', 'Flash Counter', 'Impact', 'Boss Spec', 'Major Spec', 'Backup Mag', 'Radar Booster', 'Quick Access Sling', 'Minor Spec', 'Sprint Grip', 'Surrounded Spec']",0.0,0.0,,,,,,80.0,0.0,0.0,20.0,74.0
QUICKFANG,Legendary,Hunter,Power,Sword,60.0,20.0,,,,,,,,,,"['Lightweight Frame', 'Jagged Edge', 'Honed Edge', 'Tempered Edge', ""Swordmaster's Guard"", 'En Garde']",,0.0,,,,,,80.0,0.0,0.0,20.0,74.0
DEATH'S RAZOR,Legendary,Warlock,Power,Sword,60.0,50.0,,,,,,,,,,"['Adaptive Frame', 'Honed Edge', 'Infinite Guard', 'Energy Transfer', 'Whirlwind Blade', 'Counterattack', 'Adaptive Frame', 'Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge', 'Infinite Guard', 'Energy Transfer', 'Relentless Strikes', 'Tireless Blade', 'Counterattack', 'Whirlwind Blade', ""Assassin's Blade""]",,0.0,,,,,,40.0,,,20.0,62.0
ETERNITY'S EDGE,Legendary,Warlock,Power,Sword,60.0,50.0,,,,,0.0,,,,,"['Vortex Frame', 'Honed Edge', 'Infinite Guard', 'Thresh', 'Whirlwind Blade', 'Vortex Frame', 'Honed Edge', 'Jagged Edge', 'Hungry Edge', 'Tempered Edge', 'Enduring Blade', 'Infinite Guard', 'Tireless Blade', 'Thresh', 'Relentless Strikes', 'Energy Transfer', 'Counterattack', 'Surrounded', ""Assassin's Blade"", 'Flash Counter', 'Impact', 'Boss Spec', 'Major Spec', 'Backup Mag', 'Surrounded Spec', 'Taken Spec', 'Quick Access Sling', 'Minor Spec', 'Radar Booster']",0.0,0.0,,,,,,40.0,0.0,0.0,20.0,62.0
ETERNITY'S EDGE,Legendary,Warlock,Power,Sword,60.0,50.0,,,,,,,,,,"['Adaptive Frame', 'Honed Edge', 'Hungry Edge', 'Enduring Blade', 'Infinite Guard', 'Whirlwind Blade']",,0.0,,,,,,40.0,0.0,0.0,20.0,62.0
BRAYTECH WEREWOLF,Legendary,Any,Kinetic,Auto Rifle,29.0,69.0,,39.0,42.0,47.0,55.0,15.0,450.0,,34.0,"['Precision Frame', 'Hammer-Forged Rifling', 'Extended Mag', 'Compulsive Reloader', 'Kill Clip', 'Search Party', 'Precision Frame', 'Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling', 'Smallbore', 'Arrowhead Brake', 'Chambered Compensator', 'Hammer-Forged Rifling', 'Extended Barrel', 'Full Bore', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Extended Mag', 'Appended Mag', 'Alloy Magazine', 'Pugilist', 'Well-Rounded', 'Subsistence', 'Under Pressure', 'Slideshot', 'Dynamic Sway Reduction', 'Compulsive Reloader', 'Swashbuckler', 'Vorpal Weapon', 'Osmosis', 'Tap the Trigger', 'Kill Clip', 'Gutshot Straight', 'Under-Over', 'Search Party', 'Range', 'Stability', 'Handling', 'Reload Speed', 'Counterbalance Stock', 'Backup Mag', 'Targeting Adjuster', 'Major Spec', 'Minor Spec', 'Boss Spec', 'Icarus Grip', 'Freehand Grip']",41.0,16.0,74.0,,,,,,,,,
BRAYTECH WEREWOLF,Legendary,Any,Kinetic,Auto Rifle,29.0,69.0,,39.0,42.0,47.0,55.0,15.0,450.0,,34.0,"['Precision Frame', 'Hammer-Forged Rifling', 'Armor-Piercing Rounds', 'Zen Moment', 'Multikill Clip', 'Precision Frame', 'Arrowhead Brake', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Smallbore', 'Chambered Compensator', 'Corkscrew Rifling', 'Polygonal Rifling', 'Extended Barrel', 'Full Bore', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'Flared Magwell', 'Light Mag', 'Alloy Magazine', 'Dynamic Sway Reduction', 'Slideshot', 'Under Pressure', ""Fourth Time's the Charm"", 'Tap the Trigger', 'Triple Tap', 'High-Impact Reserves', 'Outlaw', 'Underdog', 'Mulligan', 'Under Pressure', 'Unrelenting', 'Swashbuckler', 'Vorpal Weapon', 'Tap the Trigger', 'Eye of the Storm', 'Kill Clip', 'Pulse Monitor', 'Quickdraw', 'Grave Robber', 'Elemental Capacitor', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Major Spec', 'Backup Mag', 'Counterbalance Stock', 'Targeting Adjuster', 'Minor Spec', 'Boss Spec', 'Icarus Grip', 'Sweaty Confetti']",41.0,16.0,74.0,,,,,,,,,
BRAYTECH WINTER WOLF,Legendary,Any,Kinetic,Auto Rifle,29.0,69.0,,39.0,42.0,47.0,55.0,10.0,450.0,,34.0,"['Precision Frame', 'Hammer-Forged Rifling', 'Fluted Barrel', 'Chambered Compensator', 'Armor-Piercing Rounds', 'Tactical Mag', 'High-Impact Reserves', 'Zen Moment']",41.0,16.0,74.0,,,,,,,,,
BREAKNECK,Legendary,Any,Kinetic,Auto Rifle,29.0,64.0,,37.0,46.0,44.0,45.0,10.0,450.0,,34.0,"['Precision Frame', 'Polygonal Rifling', 'Extended Mag', 'Rampage', 'Onslaught']",45.0,16.0,80.0,,,,,,,,,
CHROMA RUSH,Legendary,Any,Kinetic,Auto Rifle,18.0,25.0,,35.0,47.0,80.0,54.0,10.0,720.0,,51.0,"['Rapid-Fire Frame', 'Chambered Compensator', 'Steady Rounds', 'Tunnel Vision', 'Adrenaline Junkie', 'Rapid-Fire Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Extended Barrel', 'Full Bore', 'Accurized Rounds', 'Tactical Mag', 'Steady Rounds', 'Flared Magwell', 'Appended Mag', 'Extended Mag', 'Alloy Magazine', 'Heating Up', 'Feeding Frenzy', 'Subsistence', 'Moving Target', 'Tunnel Vision', 'Dynamic Sway Reduction', 'Kill Clip', 'Rampage', 'Adrenaline Junkie', 'Thresh', 'Wellspring', 'Tap the Trigger', 'Reload Speed', 'Range', 'Stability', 'Handling', 'Minor Spec', 'Backup Mag', 'Rampage Spec', 'Major Spec', 'Counterbalance Stock', 'Targeting Adjuster', 'Boss Spec', 'Icarus Grip']",56.0,16.0,45.0,,,,,,,,,
DUTY BOUND,Legendary,Any,Kinetic,Auto Rifle,21.0,36.0,,57.0,49.0,73.0,58.0,10.0,600.0,,41.0,"['Adaptive Frame', 'Fastdraw IS', 'Red Dot-ORS1', 'Ricochet Rounds', 'Accurized Rounds', 'Zen Moment', 'Rampage']",39.0,16.0,60.0,,,,,,,,,
DUTY BOUND,Legendary,Any,Kinetic,Auto Rifle,21.0,36.0,,63.0,49.0,73.0,58.0,18.0,600.0,,41.0,"['Adaptive Frame', 'Polygonal Rifling', 'Ricochet Rounds', 'Compulsive Reloader', 'Rampage', 'Stunning Recovery', 'Adaptive Frame', 'Arrowhead Brake', 'Smallbore', 'Corkscrew Rifling', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Chambered Compensator', 'Extended Barrel', 'Full Bore', 'Polygonal Rifling', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Flared Magwell', 'Alloy Magazine', 'Perpetual Motion', 'Stats for All', 'Triple Tap', 'Steady Hands', 'Zen Moment', 'Compulsive Reloader', 'Vorpal Weapon', 'One for All', 'Frenzy', 'Rampage', ""Fourth Time's the Charm"", 'Dynamic Sway Reduction', 'Stunning Recovery', ""Vanguard's Vindication"", 'Stability', 'Range', 'Reload Speed', 'Handling', 'Major Spec', 'Backup Mag', 'Counterbalance Stock', 'Minor Spec', 'Boss Spec', 'Targeting Adjuster', 'Rampage Spec', 'Icarus Grip']",39.0,18.0,60.0,,,,,,,,,
DUTY BOUND (ADEPT),Legendary,Any,Kinetic,Auto Rifle,21.0,36.0,,63.0,49.0,73.0,58.0,18.0,600.0,,41.0,"['Adaptive Frame', 'Polygonal Rifling', 'Ricochet Rounds', 'Perpetual Motion', 'Dynamic Sway Reduction', 'Stunning Recovery', 'Adaptive Frame', 'Arrowhead Brake', 'Smallbore', 'Corkscrew Rifling', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Chambered Compensator', 'Extended Barrel', 'Full Bore', 'Polygonal Rifling', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Flared Magwell', 'Alloy Magazine', 'Perpetual Motion', 'Stats for All', 'Triple Tap', 'Steady Hands', 'Zen Moment', 'Compulsive Reloader', 'Vorpal Weapon', 'One for All', 'Frenzy', 'Rampage', ""Fourth Time's the Charm"", 'Dynamic Sway Reduction', 'Stunning Recovery', ""Vanguard's Vindication"", 'Range', 'Reload Speed', 'Stability', 'Handling', 'Adept Big Ones Spec', 'Adept Range', 'Major Spec', 'Minor Spec', 'Adept Stability', 'Backup Mag', 'Counterbalance Stock', 'Adept Mag']",39.0,18.0,60.0,,,,,,,,,
ETHER DOCTOR,Legendary,Any,Kinetic,Auto Rifle,21.0,38.0,,61.0,52.0,61.0,46.0,10.0,600.0,,41.0,"['Adaptive Frame', 'Extended Mag', 'Ricochet Rounds', 'Tap the Trigger', 'Rampage', 'Adaptive Frame', 'Devil Scope D2', 'Dusk Scope D2', 'Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Quickdraw', 'Tap the Trigger', 'Snapshot Sights', 'Grave Robber', 'Zen Moment', 'Dynamic Sway Reduction', 'Rampage', 'Slideways', 'High-Impact Reserves', 'Under Pressure', 'Pulse Monitor', 'Moving Target']",40.0,16.0,47.0,,,,,,,,,
FALSE PROMISES,Legendary,Any,Kinetic,Auto Rifle,33.0,72.0,,35.0,38.0,52.0,54.0,10.0,360.0,,32.0,"['High-Impact Frame', 'Chambered Compensator', 'Ricochet Rounds', 'Killing Wind', 'Sympathetic Arsenal', 'High-Impact Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Corkscrew Rifling', 'Extended Barrel', 'Full Bore', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'Flared Magwell', 'Light Mag', 'Alloy Magazine', 'Overflow', 'Dynamic Sway Reduction', 'Feeding Frenzy', 'Subsistence', 'Killing Wind', 'Underdog', 'Threat Detector', 'Swashbuckler', 'Zen Moment', 'Rampage', 'Surrounded', 'Unrelenting', 'Eye of the Storm', 'Sympathetic Arsenal', 'Stability', 'Range', 'Reload Speed', 'Handling', 'Backup Mag', 'Major Spec', 'Rampage Spec', 'Counterbalance Stock', 'Minor Spec', 'Targeting Adjuster', 'Boss Spec', 'Icarus Grip']",29.0,20.0,86.0,,,,,,,,,
FIREFRIGHT,Legendary,Any,Kinetic,Auto Rifle,29.0,58.0,,41.0,44.0,38.0,54.0,17.0,450.0,,34.0,"['Precision Frame', 'Chambered Compensator', 'Extended Mag', 'Threat Detector', 'Adagio', 'Extrovert', 'Precision Frame', 'Polygonal Rifling', 'Extended Barrel', 'Chambered Compensator', 'Smallbore', 'Corkscrew Rifling', 'Full Bore', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Fluted Barrel', 'Appended Mag', 'Alloy Magazine', 'Flared Magwell', 'Light Mag', 'Armor-Piercing Rounds', 'Extended Mag', 'High-Caliber Rounds', 'Ricochet Rounds', 'Hip-Fire Grip', 'Threat Detector', 'Air Assault', 'Well-Rounded', ""Fourth Time's the Charm"", 'Fragile Focus', 'Air Assault', 'Well-Rounded', ""Fourth Time's the Charm"", 'Fragile Focus', 'Surrounded', 'Mulligan', 'Elemental Capacitor', 'Adagio', 'Osmosis', 'Focused Fury', 'Surrounded', 'Mulligan', 'Elemental Capacitor', 'Adagio', 'Osmosis', 'Focused Fury', 'Extrovert', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Backup Mag', 'Major Spec', 'Counterbalance Stock', 'Minor Spec', 'Targeting Adjuster', 'Boss Spec', 'Surrounded Spec', 'Freehand Grip']",41.0,17.0,61.0,,,,,,,,,
FOREGONE CONCLUSION,Legendary,Any,Kinetic,Auto Rifle,18.0,22.0,,41.0,50.0,76.0,51.0,10.0,720.0,,51.0,"['Rapid-Fire Frame', 'Hitmark IS', 'Cleanshot IS', 'Red Dot 2 MOA', 'Alloy Magazine', 'Armor-Piercing Rounds', 'High-Impact Reserves']",49.0,16.0,42.0,,,,,,,,,
GAHLRAN'S RIGHT HAND,Legendary,Any,Kinetic,Auto Rifle,33.0,81.0,,39.0,32.0,56.0,51.0,10.0,360.0,,32.0,"['High-Impact Frame', 'Arrowhead Brake', 'Steady Rounds', 'Overflow', 'Demolitionist', 'High-Impact Frame', 'Chambered Compensator', 'Polygonal Rifling', 'Arrowhead Brake', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Smallbore', 'High-Caliber Rounds', 'Ricochet Rounds', 'Extended Mag', 'Alloy Magazine', 'Armor-Piercing Rounds', 'Light Mag', 'Zen Moment', 'Eye of the Storm', 'Tap the Trigger', 'Under Pressure', 'Dynamic Sway Reduction', 'Outlaw', 'Multikill Clip', 'Underdog', 'Rangefinder', 'High-Impact Reserves', 'Ambitious Assassin', 'Demolitionist']",17.0,16.0,85.0,,,,,,,,,
GHOST PRIMUS,Legendary,Any,Kinetic,Auto Rifle,21.0,48.0,,60.0,50.0,70.0,40.0,10.0,600.0,,44.0,"['Adaptive Frame', 'Arrowhead Brake', 'Corkscrew Rifling', 'Fluted Barrel', 'High-Impact Reserves', 'Ambitious Assassin', 'Under Pressure']",35.0,16.0,60.0,,,,,,,,,
GUIDING STAR,Legendary,Any,Kinetic,Auto Rifle,18.0,30.0,,33.0,41.0,66.0,60.0,10.0,720.0,,52.0,"['Rapid-Fire Frame', 'IS 2 Classic', 'Model 8 Red', 'Appended Mag', 'High-Caliber Rounds', 'Moving Target']",41.0,16.0,40.0,,,,,,,,,
HALFDAN-D,Legendary,Any,Kinetic,Auto Rifle,33.0,80.0,,39.0,28.0,60.0,50.0,10.0,360.0,,33.0,"['High-Impact Frame', 'GA Post', 'SD Thermal', 'Tactical Mag', 'Armor-Piercing Rounds', 'Outlaw', 'High-Impact Frame', 'LD Watchdog', 'LB Assault', 'LC Ranged', 'GA Post', 'GB Iron', 'SD Thermal', 'SC Holo', 'Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Quickdraw', 'Tap the Trigger', 'Snapshot Sights', 'Under Pressure', 'Auto-Loading Holster', 'Dynamic Sway Reduction', 'Outlaw', 'Rampage', 'Rangefinder', 'High-Impact Reserves', 'Kill Clip', 'Pulse Monitor', 'Moving Target', 'Grave Robber']",20.0,16.0,70.0,,,,,,,,,
HALFDAN-D,Legendary,Any,Kinetic,Auto Rifle,33.0,80.0,,39.0,28.0,60.0,50.0,10.0,360.0,,33.0,"['High-Impact Frame', 'GA Post', 'SD Thermal', 'Tactical Mag', 'Armor-Piercing Rounds', 'Outlaw']",20.0,16.0,70.0,,,,,,,,,
HAZARD OF THE CAST,Legendary,Any,Kinetic,Auto Rifle,29.0,64.0,,44.0,43.0,44.0,49.0,10.0,450.0,,33.0,"['Precision Frame', 'Arrowhead Brake', 'Polygonal Rifling', 'High-Caliber Rounds', 'Ambitious Assassin', 'Rampage', 'Precision Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Fluted Barrel', 'Full Bore', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Extended Mag', 'Alloy Magazine', 'Ambitious Assassin', 'Tap the Trigger', 'Triple Tap', 'Zen Moment', 'Grave Robber', 'Rampage', 'Kill Clip', 'High-Impact Reserves', 'Quickdraw', 'Outlaw', 'Loaded Dice', 'A Bad Run']",41.0,16.0,69.0,,,,,,,,,
